chef_lieu;num_dpt;nom_ddpt;pref;num_circ;nom_commune;codes_postaux;code_insee;latitude;longitude;dist
Lyon;38;Isère;Grenoble;4;Cordéac;38710;38125;44.833333;5.85;2.46
Lyon;38;Isère;Grenoble;4;Cornillon-en-Trièves;38710;38127;44.833333;5.7;2.46
Lyon;38;Isère;Grenoble;4;Corps;38970;38128;44.816667;5.95;2.54
Lyon;38;Isère;Grenoble;4;Corrençon-en-Vercors;38250;38129;45.033333;5.533333;1.47
Lyon;38;Isère;Grenoble;4;Engins;38360;38153;45.183333;5.616667;1.02
Lyon;38;Isère;Grenoble;4;Entraigues;38740;38154;;;
Lyon;38;Isère;Grenoble;4;Fontaine;38600;38169;45.183333;5.666667;0.74
Lyon;38;Isère;Grenoble;4;Gresse-en-Vercors;38650;38186;44.9;5.566667;2.13
Lyon;38;Isère;Grenoble;4;Huez;38750;38191;45.083333;6.05;2.1
Lyon;38;Isère;Grenoble;4;La Garde;38520;38177;;;
Lyon;38;Isère;Grenoble;4;Lalley;38930;38204;44.75;5.683333;2.87
Lyon;38;Isère;Grenoble;4;La Morte;38350;38264;45.033333;5.85;2.03
Lyon;38;Isère;Grenoble;4;La Motte-d'Aveillans;38770;38265;44.95;5.75;1.88
Lyon;38;Isère;Grenoble;4;La Motte-Saint-Martin;38770;38266;44.95;5.716667;1.88
Lyon;38;Isère;Grenoble;4;La Mure;38350;38269;;;
Lyon;38;Isère;Grenoble;4;Lans-en-Vercors;38250;38205;45.116667;5.583333;1.07
Lyon;38;Isère;Grenoble;4;La Salette-Fallavaux;38970;38469;44.85;5.983333;2.38
Lyon;38;Isère;Grenoble;4;La Salle-en-Beaumont;38350;38470;44.866667;5.866667;2.29
Lyon;38;Isère;Grenoble;4;Lavaldens;38350;38207;44.983333;5.883333;1.72
Lyon;38;Isère;Grenoble;4;La Valette;38350;38521;;;
Lyon;38;Isère;Grenoble;4;Lavars;38710;38208;44.85;5.666667;2.38
Lyon;38;Isère;Grenoble;4;Le Bourg-d'Oisans;38520;38052;45.05;6.033333;2.04
Lyon;38;Isère;Grenoble;4;Le Freney-d'Oisans;38142;38173;45.033333;6.116667;2.34
Lyon;38;Isère;Grenoble;4;Le Gua;38450;38187;45.016667;5.616667;1.56
Lyon;38;Isère;Grenoble;4;Le Monestier-du-Percy;38930;38243;44.8;5.65;2.62
Lyon;38;Isère;Grenoble;4;Le Périer;38740;38302;44.933333;5.966667;1.97
Lyon;38;Isère;Grenoble;4;Le Pont-de-Claix;38800;38317;45.116667;5.7;1.07
Lyon;38;Isère;Grenoble;4;Les Côtes-de-Corps;38970;38132;;;
Lyon;38;Isère;Grenoble;4;Livet-et-Gavet;38220;38212;45.1;5.933333;2.06
Lyon;38;Isère;Grenoble;4;Marcieu;38350;38217;44.916667;5.683333;2.1
Lyon;38;Isère;Grenoble;4;Mayres-Savel;38350;38224;;;
Lyon;38;Isère;Grenoble;4;Méaudre;38112;38225;45.133333;5.533333;0.98
Lyon;38;Isère;Grenoble;4;Mens;38710;38226;44.816667;5.75;2.54
Lyon;38;Isère;Grenoble;4;Miribel-Lanchâtre;38450;38235;44.966667;5.616667;1.8
Lyon;38;Isère;Grenoble;4;Mizoën;38142;38237;45.05;6.133333;2.4
Lyon;38;Isère;Grenoble;4;Monestier-d'Ambel;38970;38241;44.783333;5.933333;2.7
Lyon;38;Isère;Grenoble;4;Monestier-de-Clermont;38650;38242;44.9;5.633333;2.13
Lyon;38;Isère;Grenoble;4;Mont-de-Lans;38860;38253;45.033333;6.133333;2.4
Lyon;38;Isère;Grenoble;4;Monteynard;38770;38254;44.966667;5.7;1.8
Lyon;38;Isère;Grenoble;4;Nantes-en-Ratier;38350;38273;;;
Lyon;38;Isère;Grenoble;4;Notre-Dame-de-Vaux;38144;38280;44.983333;5.75;1.72
Lyon;38;Isère;Grenoble;4;Oris-en-Rattier;38350;38283;44.916667;5.866667;2.05
Lyon;38;Isère;Grenoble;4;Ornon;38520;38285;45.05;5.983333;1.85
Lyon;38;Isère;Grenoble;4;Oulles;38520;38286;45.083333;5.983333;1.85
Lyon;38;Isère;Grenoble;4;Oz;38114;38289;45.133333;6.05;2.1
Lyon;38;Isère;Grenoble;4;Pellafol;38970;38299;44.8;5.916667;2.62
Lyon;38;Isère;Grenoble;4;Percy;38930;38301;;;
Lyon;38;Isère;Grenoble;4;Pierre-Châtel;38119;38304;44.95;5.766667;1.88
Lyon;38;Isère;Grenoble;4;Ponsonnas;38350;38313;44.883333;5.8;2.21
Lyon;38;Isère;Grenoble;4;Prébois;38710;38321;44.783333;5.7;2.7
Lyon;38;Isère;Grenoble;4;Prunières;38350;38326;44.883333;5.766667;2.21
Lyon;38;Isère;Grenoble;4;Quet-en-Beaumont;38970;38329;44.833333;5.866667;2.46
Lyon;38;Isère;Grenoble;4;Roissard;38650;38342;44.883333;5.633333;2.21
Lyon;38;Isère;Grenoble;4;Saint-Andéol;38650;38355;44.966667;5.55;1.8
Lyon;38;Isère;Grenoble;4;Saint-Arey;38350;38361;44.866667;5.733333;2.29
Lyon;38;Isère;Grenoble;4;Saint-Baudille-et-Pipet;38710;38366;44.783333;5.766667;2.7
Lyon;38;Isère;Grenoble;4;Saint-Christophe-en-Oisans;38520;38375;44.966667;6.183333;2.59
Lyon;38;Isère;Grenoble;4;Sainte-Luce;38970;38414;44.85;5.916667;2.38
Lyon;38;Isère;Grenoble;4;Saint-Guillaume;38650;38391;44.95;5.583333;1.88
Lyon;38;Isère;Grenoble;4;Saint-Honoré;38350;38396;44.933333;5.816667;1.97
Lyon;38;Isère;Grenoble;4;Saint-Jean-d'Hérans;38710;38403;44.85;5.766667;2.38
Lyon;38;Isère;Grenoble;4;Saint-Laurent-en-Beaumont;38350;38413;44.883333;5.85;2.21
Lyon;38;Isère;Grenoble;4;Saint-Martin-de-Clelles;38930;38419;44.85;5.616667;2.38
Lyon;38;Isère;Grenoble;4;Saint-Martin-de-la-Cluze;38650;38115;;;
Lyon;38;Isère;Grenoble;4;Saint-Maurice-en-Trièves;38930;38424;44.75;5.666667;2.87
Lyon;38;Isère;Grenoble;4;Saint-Michel-en-Beaumont;38350;38428;44.866667;5.9;2.29
Lyon;38;Isère;Grenoble;4;Saint-Michel-les-Portes;38650;38429;44.866667;5.6;2.29
Lyon;38;Isère;Grenoble;4;Saint-Nizier-du-Moucherotte;38250;38433;45.166667;5.633333;1.61
Lyon;38;Isère;Grenoble;4;Saint-Paul-de-Varces;38760;38436;45.066667;5.633333;1.31
Lyon;38;Isère;Grenoble;4;Saint-Paul-lès-Monestier;38650;38438;44.933333;5.633333;1.97
Lyon;38;Isère;Grenoble;4;Saint-Pierre-de-Méaroz;38350;38444;44.883333;5.816667;2.21
Lyon;38;Isère;Grenoble;4;Saint-Sébastien;38710;38456;44.85;5.8;2.38
Lyon;38;Isère;Grenoble;4;Saint-Théoffrey;38119;38462;44.983333;5.766667;1.72
Lyon;38;Isère;Grenoble;4;Seyssinet-Pariset;38170;38485;45.166667;5.65;0.82
Lyon;38;Isère;Grenoble;4;Seyssins;38180;38486;45.15;5.683333;0.9
Lyon;38;Isère;Grenoble;4;Siévoz;38350;38489;44.9;5.833333;2.13
Lyon;38;Isère;Grenoble;4;Sinard;38650;38492;44.95;5.65;1.88
Lyon;38;Isère;Grenoble;4;Sousville;38350;38497;;;
Lyon;38;Isère;Grenoble;4;Susville;38350;38499;;;
Lyon;38;Isère;Grenoble;4;Treffort;38650;38513;;;
Lyon;38;Isère;Grenoble;4;Tréminis;38710;38514;44.75;5.766667;2.87
Lyon;38;Isère;Grenoble;4;Valbonnais;38740;38518;44.9;5.9;2.13
Lyon;38;Isère;Grenoble;4;Valjouffrey;38740;38522;;;
Lyon;38;Isère;Grenoble;4;Varces-Allières-et-Risset;38760;38524;;;
Lyon;38;Isère;Grenoble;4;Vaujany;38114;38527;45.15;6.083333;2.22
Lyon;38;Isère;Grenoble;4;Vénosc;38520;38534;44.983333;6.116667;2.34
Lyon;38;Isère;Grenoble;4;Vif;38450;38545;45.05;5.666667;1.39
Lyon;38;Isère;Grenoble;4;Villard-de-Lans;38250;38548;45.066667;5.55;1.31
Lyon;38;Isère;Grenoble;4;Villard-Notre-Dame;38520;38549;45.016667;6.05;2.1
Lyon;38;Isère;Grenoble;4;Villard-Reculas;38114;38550;45.1;6.033333;2.04
Lyon;38;Isère;Grenoble;4;Villard-Reymond;38520;38551;45.033333;6.016667;1.97
Lyon;38;Isère;Grenoble;4;Villard-Saint-Christophe;38119;38552;44.966667;5.8;1.8
Lyon;38;Isère;Grenoble;5;Allevard;38580;38006;45.4;6.066667;2.16
Lyon;38;Isère;Grenoble;5;Barraux;38530;38027;45.433333;5.983333;1.85
Lyon;38;Isère;Grenoble;5;Chamrousse;38410;38567;45.133333;5.9;1.58
Lyon;38;Isère;Grenoble;5;Chapareillan;38530;38075;45.466667;5.966667;1.79
Lyon;38;Isère;Grenoble;5;Charancieu;38490;38080;45.516667;5.566667;0.9
Lyon;38;Isère;Grenoble;5;Crolles;38190;38140;45.283333;5.883333;1.48
Lyon;38;Isère;Grenoble;5;Domène;38420;38150;45.2;5.833333;1.3
Lyon;38;Isère;Grenoble;5;Entre-deux-Guiers;38380;38155;45.433333;5.75;0.99
Lyon;38;Isère;Grenoble;5;Fontanil-Cornillon;38120;38170;45.25;5.666667;0.92
Lyon;38;Isère;Grenoble;5;Froges;38190;38175;45.266667;5.916667;1.61
Lyon;38;Isère;Grenoble;5;Goncelin;38570;38181;45.333333;5.983333;1.85
Lyon;38;Isère;Grenoble;5;Hurtières;38570;38192;45.283333;5.966667;1.79
Lyon;38;Isère;Grenoble;5;La Bâtie-Divisin;38490;38028;45.5;5.6;1.34
Lyon;38;Isère;Grenoble;5;La Buissière;38530;38062;45.4;5.983333;1.85
Lyon;38;Isère;Grenoble;5;La Chapelle-du-Bard;38580;38078;45.416667;6.1;2.28
Lyon;38;Isère;Grenoble;5;La Combe-de-Lancey;38190;38120;45.233333;5.9;1.55
Lyon;38;Isère;Grenoble;5;La Ferrière;38580;38163;45.316667;6.083333;2.22
Lyon;38;Isère;Grenoble;5;La Flachère;38530;38166;;;
Lyon;38;Isère;Grenoble;5;La Pierre;38570;38303;45.291667;5.95;-1
Lyon;38;Isère;Grenoble;5;La Terrasse;38660;38503;45.333333;5.933333;1.67
Lyon;38;Isère;Grenoble;5;Laval;38190;38206;45.25;5.933333;1.67
Lyon;38;Isère;Grenoble;5;Le Champ-près-Froges;38190;38070;45.283333;5.933333;1.67
Lyon;38;Isère;Grenoble;5;Le Cheylas;38570;38100;45.366667;6;1.91
Lyon;38;Isère;Grenoble;5;Le Moutaret;38580;38268;45.433333;6.083333;2.22
Lyon;38;Isère;Grenoble;5;Les Adrets;38190;38002;45.266667;5.966667;1.89
Lyon;38;Isère;Grenoble;5;Le Touvet;38660;38511;45.35;5.95;1.73
Lyon;38;Isère;Grenoble;5;Le Versoud;38420;38538;45.2;5.866667;1.42
Lyon;38;Isère;Grenoble;5;Lumbin;38660;38214;45.316667;5.916667;1.61
Lyon;38;Isère;Grenoble;5;Massieu;38620;38222;45.433333;5.583333;1.45
Lyon;38;Isère;Grenoble;5;Merlas;38620;38228;45.45;5.666667;0.82
Lyon;38;Isère;Grenoble;5;Miribel-les-Echelles;38380;38236;45.416667;5.7;1.15
Lyon;38;Isère;Grenoble;5;Montferrat;38620;38256;45.483333;5.583333;1.32
Lyon;38;Isère;Grenoble;5;Mont-Saint-Martin;38120;38258;45.266667;5.666667;0.73
Lyon;38;Isère;Grenoble;5;Morêtel-de-Mailles;38570;38262;45.366667;6;1.91
Lyon;38;Isère;Grenoble;5;Murianette;38420;38271;45.183333;5.816667;1.55
Lyon;38;Isère;Grenoble;5;Paladru;38137;38292;45.466667;5.55;0.66
Lyon;38;Isère;Grenoble;5;Pinsot;38580;38306;45.35;6.1;2.28
Lyon;38;Isère;Grenoble;5;Pontcharra;38530;38314;45.433333;6.016667;1.97
Lyon;38;Isère;Grenoble;5;Proveysieux;38120;38325;45.266667;5.7;1.35
Lyon;38;Isère;Grenoble;5;Quaix-en-Chartreuse;38950;38328;;;
Lyon;38;Isère;Grenoble;5;Revel;38420;38334;45.183333;5.866667;1.42
Lyon;38;Isère;Grenoble;5;Saint-Bernard;38660;38367;45.333333;5.9;1.55
Lyon;38;Isère;Grenoble;5;Saint-Bueil;38620;38372;45.466667;5.683333;1.15
Lyon;38;Isère;Grenoble;5;Saint-Christophe-sur-Guiers;38380;38376;45.433333;5.766667;1.05
Lyon;38;Isère;Grenoble;5;Sainte-Agnès;38190;38350;45.233333;5.916667;1.61
Lyon;38;Isère;Grenoble;5;Saint-Egrève;38120;38382;;;
Lyon;38;Isère;Grenoble;5;Sainte-Marie-d'Alloix;38660;38417;45.383333;5.966667;1.79
Lyon;38;Isère;Grenoble;5;Sainte-Marie-du-Mont;38660;38418;45.4;5.933333;1.67
Lyon;38;Isère;Grenoble;5;Saint-Geoire-en-Valdaine;38620;38386;45.45;5.633333;0.57
Lyon;38;Isère;Grenoble;5;Saint-Hilaire;38660;38395;45.3;5.883333;1.48
Lyon;38;Isère;Grenoble;5;Saint-Jean-le-Vieux;38420;38404;45.208333;5.883333;-1
Lyon;38;Isère;Grenoble;5;Saint-Joseph-de-Rivière;38134;38405;45.366667;5.683333;0.75
Lyon;38;Isère;Grenoble;5;Saint-Laurent-du-Pont;38380;38412;45.383333;5.733333;0.93
Lyon;38;Isère;Grenoble;5;Saint-Martin-d'Uriage;38410;38422;45.15;5.833333;1.3
Lyon;38;Isère;Grenoble;5;Saint-Martin-le-Vinoux;38950;38423;45.2;5.716667;0.87
Lyon;38;Isère;Grenoble;5;Saint-Maximin;38530;38426;45.416667;6.033333;2.04
Lyon;38;Isère;Grenoble;5;Saint-Mury-Monteymond;38190;38430;45.216667;5.933333;1.67
Lyon;38;Isère;Grenoble;5;Saint-Pancrasse;38660;38435;45.283333;5.866667;1.86
Lyon;38;Isère;Grenoble;5;Saint-Pierre-d'Allevard;38830;38439;45.366667;6.05;2.1
Lyon;38;Isère;Grenoble;5;Saint-Pierre-de-Chartreuse;38380;38442;45.333333;5.816667;1.89
Lyon;38;Isère;Grenoble;5;Saint-Pierre-d'Entremont;73670;38446;;;
Lyon;38;Isère;Grenoble;5;Saint-Sulpice-des-Rivoires;38620;38460;45.466667;5.6;0.85
Lyon;38;Isère;Grenoble;5;Saint-Vincent-de-Mercuze;38660;38466;45.366667;5.95;1.73
Lyon;38;Isère;Grenoble;5;Sarcenas;38700;38472;45.266667;5.75;0.99
Lyon;38;Isère;Grenoble;5;Tencin;38570;38501;45.316667;5.966667;1.79
Lyon;38;Isère;Grenoble;5;Theys;38570;38504;45.3;6;1.91
Lyon;38;Isère;Grenoble;5;Velanne;38620;38531;45.483333;5.633333;0.74
Lyon;38;Isère;Grenoble;5;Villard-Bonnot;38190;38547;45.233333;5.883333;1.48
Lyon;38;Isère;Grenoble;5;Voissant;38620;38564;45.483333;5.7;1.61
Lyon;38;Isère;Grenoble;6;Annoisin-Chatelans;38460;38010;45.75;5.283333;2.05
Lyon;38;Isère;Grenoble;6;Anthon;38280;38011;45.8;5.166667;2.3
Lyon;38;Isère;Grenoble;6;Aoste;38490;38012;45.583333;5.6;1.23
Lyon;38;Isère;Grenoble;6;Arandon;38510;38014;45.716667;5.433333;1.89
Lyon;38;Isère;Grenoble;6;Bourgoin-Jallieu;38300;38053;45,59;5,28; 
Lyon;38;Isère;Grenoble;6;Bouvesse-Quirieu;38390;38054;45.8;5.4;2.3
Lyon;38;Isère;Grenoble;6;Brangues;38510;38055;45.7;5.533333;1.8
Lyon;38;Isère;Grenoble;6;Cessieu;38110;38064;45.566667;5.366667;1.99
Lyon;38;Isère;Grenoble;6;Chamagnieu;38460;38067;45.683333;5.166667;1.72
Lyon;38;Isère;Grenoble;6;Charette;38390;38083;45.816667;5.366667;2.38
Lyon;38;Isère;Grenoble;6;Charvieu-Chavagneux;38230;38085;;;
Lyon;38;Isère;Grenoble;6;Chavanoz;38230;38097;45.783333;5.166667;2.21
Lyon;38;Isère;Grenoble;6;Chimilin;38490;38104;45.583333;5.6;1.23
Lyon;38;Isère;Grenoble;6;Chozeau;38460;38109;45.7;5.216667;1.8
Lyon;38;Isère;Grenoble;6;Corbelin;38630;38124;45.6;5.55;1.31
Lyon;38;Isère;Grenoble;6;Courtenay;38510;38135;45.733333;5.383333;1.97
Lyon;38;Isère;Grenoble;6;Crémieu;38460;38138;45.716667;5.25;1.89
Lyon;38;Isère;Grenoble;6;Creys-Mépieu;38510;38139;;;
Lyon;38;Isère;Grenoble;6;Dizimieu;38460;38146;45.716667;5.3;1.89
Lyon;38;Isère;Grenoble;6;Dolomieu;38110;38148;45.616667;5.5;1.45
Lyon;38;Isère;Grenoble;6;Faverges-de-la-Tour;38110;38162;45.583333;5.516667;1.38
Lyon;38;Isère;Grenoble;6;Fitilieu;38490;38165;45.55;5.566667;1.07
Lyon;38;Isère;Grenoble;6;Frontonas;38290;38176;45.65;5.183333;1.56
Lyon;38;Isère;Grenoble;6;Granieu;38490;38183;45.6;5.583333;1.37
Lyon;38;Isère;Grenoble;6;Hières-sur-Amby;38118;38190;45.8;5.283333;2.3
Lyon;38;Isère;Grenoble;6;Janneyrias;38280;38197;45.75;5.1;2.05
Lyon;38;Isère;Grenoble;6;La Balme-les-Grottes;38390;38026;45.85;5.333333;2.54
Lyon;38;Isère;Grenoble;6;La Bâtie-Montgascon;38110;38029;45.583333;5.533333;1.74
Lyon;38;Isère;Grenoble;6;La Chapelle-de-la-Tour;38110;38076;45.583333;5.466667;1.23
Lyon;38;Isère;Grenoble;6;La Tour-du-Pin;38110;38509;45.566667;5.45;1.15
Lyon;38;Isère;Grenoble;6;Le Bouchage;38510;38050;45.666667;5.533333;1.64
Lyon;38;Isère;Grenoble;6;Le Pont-de-Beauvoisin;38480;38315;45.533333;5.666667;0.98
Lyon;38;Isère;Grenoble;6;Les Abrets;38490;38001;45.533333;5.583333;0.98
Lyon;38;Isère;Grenoble;6;Les Avenières;38630;38022;45.633333;5.566667;1.48
Lyon;38;Isère;Grenoble;6;Leyrieu;38460;38210;45.75;5.25;2.05
Lyon;38;Isère;Grenoble;6;Montagnieu;38110;38246;45.516667;5.45;1.15
Lyon;38;Isère;Grenoble;6;Montalieu-Vercieu;38390;38247;45.816667;5.4;2.38
Lyon;38;Isère;Grenoble;6;Montcarra;38890;38250;45.616667;5.383333;1.39
Lyon;38;Isère;Grenoble;6;Moras;38460;38260;;;
Lyon;38;Isère;Grenoble;6;Morestel;38510;38261;45.666667;5.466667;1.64
Lyon;38;Isère;Grenoble;6;Optevoz;38460;38282;45.75;5.333333;2.05
Lyon;38;Isère;Grenoble;6;Panossas;38460;38294;45.683333;5.2;1.72
Lyon;38;Isère;Grenoble;6;Parmilieu;38390;38295;45.833333;5.35;2.46
Lyon;38;Isère;Grenoble;6;Passins;38510;38297;45.683333;5.433333;1.72
Lyon;38;Isère;Grenoble;6;Pont-de-Chéruy;38230;38316;45.75;5.183333;2.05
Lyon;38;Isère;Grenoble;6;Porcieu-Amblagnieu;38390;38320;45.833333;5.4;2.46
Lyon;38;Isère;Grenoble;6;Pressins;38480;38323;45.516667;5.616667;1.17
Lyon;38;Isère;Grenoble;6;Rochetoirin;38110;38341;45.583333;5.416667;1.23
Lyon;38;Isère;Grenoble;6;Romagnieu;38480;38343;45.566667;5.633333;1.57
Lyon;38;Isère;Grenoble;6;Ruy;38300;38348;45.583333;5.316667;1.23
Lyon;38;Isère;Grenoble;6;Saint-Albin-de-Vaulserre;38480;38354;45.5;5.7;1.26
Lyon;38;Isère;Grenoble;6;Saint-André-le-Gaz;38490;38357;45.55;5.533333;1.07
Lyon;38;Isère;Grenoble;6;Saint-Baudille-de-la-Tour;38118;38365;45.783333;5.333333;2.21
Lyon;38;Isère;Grenoble;6;Saint-Chef;38890;38374;45.633333;5.366667;1.48
Lyon;38;Isère;Grenoble;6;Saint-Clair-de-la-Tour;38110;38377;45.566667;5.483333;1.15
Lyon;38;Isère;Grenoble;6;Saint-Didier-de-la-Tour;38110;38381;45.55;5.483333;1.07
Lyon;38;Isère;Grenoble;6;Sainte-Blandine;38110;38369;45.55;5.433333;1.07
Lyon;38;Isère;Grenoble;6;Saint-Hilaire-de-Brens;38460;38392;45.666667;5.283333;1.64
Lyon;38;Isère;Grenoble;6;Saint-Jean-d'Avelanne;38480;38398;45.5;5.666667;0.82
Lyon;38;Isère;Grenoble;6;Saint-Jean-de-Soudain;38110;38401;45.566667;5.433333;1.15
Lyon;38;Isère;Grenoble;6;Saint-Marcel-Bel-Accueil;38080;38415;45.65;5.233333;1.56
Lyon;38;Isère;Grenoble;6;Saint-Martin-de-Vaulserre;38480;38420;45.483333;5.666667;0.96
Lyon;38;Isère;Grenoble;6;Saint-Romain-de-Jalionas;38460;38451;45.75;5.216667;2.05
Lyon;38;Isère;Grenoble;6;Saint-Savin;38300;38455;45.633333;5.3;1.61
Lyon;38;Isère;Grenoble;6;Saint-Sorlin-de-Morestel;38510;38458;45.633333;5.483333;1.48
Lyon;38;Isère;Grenoble;6;Saint-Victor-de-Cessieu;38110;38464;45.55;5.4;1.31
Lyon;38;Isère;Grenoble;6;Saint-Victor-de-Morestel;38510;38465;45.7;5.5;1.8
Lyon;38;Isère;Grenoble;6;Salagnon;38890;38467;45.666667;5.35;1.64
Lyon;38;Isère;Grenoble;6;Sermérieu;38510;38483;45.666667;5.416667;1.64
Lyon;38;Isère;Grenoble;6;Siccieu-Saint-Julien-et-Carisieu;38460;38488;;;
Lyon;38;Isère;Grenoble;6;Soleymieu;38460;38494;45.716667;5.35;1.89
Lyon;38;Isère;Grenoble;6;Tignieu-Jameyzieu;38230;38507;45.733333;5.183333;1.97
Lyon;38;Isère;Grenoble;6;Torchefelon;38690;38508;45.516667;5.4;1.5
Lyon;38;Isère;Grenoble;6;Trept;38460;38515;45.683333;5.316667;1.72
Lyon;38;Isère;Grenoble;6;Vasselin;38890;38525;45.633333;5.45;1.56
Lyon;38;Isère;Grenoble;6;Vénérieu;38460;38532;45.666667;5.283333;1.64
Lyon;38;Isère;Grenoble;6;Vernas;38460;38535;;;
Lyon;38;Isère;Grenoble;6;Vertrieu;38390;38539;45.866667;5.366667;2.62
Lyon;38;Isère;Grenoble;6;Veyrins-Thuellin;38630;38541;;;
Lyon;38;Isère;Grenoble;6;Veyssilieu;38460;38542;45.683333;5.216667;1.72
Lyon;38;Isère;Grenoble;6;Vézeronce-Curtin;38510;38543;;;
